datamodelKey,s3.folderName,s3.apiPath,s3.collectionName,s3.infoName,s4.apiPath,s4.collectionName,s4.info.singularName,s4.info.pluralName,s4.info.displayName
LabelGroup,label-group,/label-groups,label_groups,LabelGroup,/api/label-groups,label_groups,label-group,label-groups,Label Group
Language,language,/languages,languages,Language,/api/languages,languages,language,languages,Language
Location,location,/locations,locations,Location,/api/locations,locations,location,locations,Location
Municipality,populated-place,/populated-places,populated_places,Municipality,/api/populated-places,populated_places,populated-place,populated-places,Municipality
Organisation,organisation,/organisations,organisations,Organisation,/api/organisations,organisations,organisation,organisations,Organisation
Origin,origin,/origins,origins,Origin,/api/origins,origins,origin,origins,Origin
POFFiArticle,pof-fi-article,/pof-fi-articles,pof_fi_articles,POFFi_Article,/api/poff-articles,poff_articles,poff-article,poff-articles,POFF Article
POFFiFooter,pof-fi-footer,/pof-fi-footers,pof_fi_footers,POFFi_Footer,/api/poff-footers,poff_footers,poff-footer,poff-footers,POFF Footer
POFFiMenu,pof-fi-menu,/pof-fi-menus,pof_fi_menus,POFFi_Menu,/api/poff-menus,poff_menus,poff-menu,poff-menus,POFF Menu
POFFiSupporter,supporters-page,/supporters-pages,supporters_pages,POFFi_Supporter,/api/poff-supporters,poff_supporters,poff-supporter,poff-supporters,POFF Supporter
PatternCollection,pattern-collections,/pattern-collections,pattern_collections,Pattern_Collections,/api/pattern-collections,pattern_collections,pattern-collection,pattern-collections,Pattern Collection
Person,person,/people,people,Person,/api/people,people,person,people,Person
PitchOfVoice,pitch-of-voice,/pitch-of-voices,pitch_of_voices,PitchOfVoice,/api/pitch-of-voices,pitch_of_voices,pitch-of-voice,pitch-of-voices,Pitch Of Voice
Product,product,/products,products,Product,/api/products,products,product,products,Product
ProductType,product-type,/product-types,product_types,ProductType,/api/product-types,product_types,product-type,product-types,Product Type
Product_Category,product-category,/product-categories,product_categories,Product_Category,/api/product-categories,product_categories,product-category,product-categories,Product Category
Programme,programme,/programmes,programmes,Programme,/api/programmes,programmes,programme,programmes,Programme
ProjectStatus,project-status,/project-statuses,project_statuses,Project_Status,/api/project-statuses,project_statuses,project-status,project-statuses,Project Status
ProjectType,project-type,/project-types,project_types,Project_Type,/api/project-types,project_types,project-type,project-types,Project Type
RoleAtFilm,role-at-film,/role-at-films,role_at_films,RoleAtFilm,/api/role-at-films,role_at_films,role-at-film,role-at-films,Role at Film
Screening,screening,/screenings,screenings,Screening,/api/screenings,screenings,screening,screenings,Screening
ScreeningType,screening-type,/screening-types,screening_types,ScreeningType,/api/screening-types,screening_types,screening-type,screening-types,Screening Type
ShoeSize,shoe-size,/shoe-sizes,shoe_sizes,Shoe_Size,/api/shoe-sizes,shoe_sizes,shoe-size,shoe-sizes,Shoe Size
Shop,shop,/shops,shops,Shop,/api/shops,shops,shop,shops,Shop
ShortsSupporter,supporters-shorts,/supporters-shorts,supporters_shorts,Shorts_Supporter,/api/shorts-supporters,shorts_supporters,shorts-supporter,shorts-supporters,Shorts Supporter
ShortsiArticle,shortsi-article,/shortsi-articles,shortsi_articles,Shortsi_Article,/api/shorts-articles,shorts_articles,shorts-article,shorts-articles,Shorts Article
ShortsiFooter,shortsi-footer,/shortsi-footers,shortsi_footers,Shortsi_Footer,/api/shorts-footers,shorts_footers,shorts-footer,shorts-footers,Shorts Footer
ShortsiMenu,shortsi-menu,/shortsi-menus,shortsi_menus,Shortsi_Menu,/api/shorts-menus,shorts_menus,shorts-menu,shorts-menus,Shorts Menu
SixFilms,six-films,/six-films,six_films,SixFilms,/api/six-films,six_films,six-film,six-films,SixFilm
SmartFolder,smart-folder,/smart-folders,smart_folders,SmartFolder,/api/smart-folders,smart_folders,smart-folder,smart-folders,Smart Folder
Stature,stature,/statures,statures,Stature,/api/statures,statures,stature,statures,Stature
TagAgeRestriction,age-restriction,/age-restrictions,age_restrictions,TagAgeRestriction,/api/age-restrictions,age_restrictions,age-restriction,age-restrictions,Tag AgeRestriction
TagCategory,tag-category,/tag-categories,tag_categories,TagCategory,/api/tag-categories,tag_categories,tag-category,tag-categories,Tag Category
TagFilmType,tag-film-type,/tag-film-types,tag_film_types,TagFilmType,/api/tag-film-types,tag_film_types,tag-film-type,tag-film-types,Tag FilmType
TagGenre,tag-genre,/tag-genres,tag_genres,TagGenre,/api/tag-genres,tag_genres,tag-genre,tag-genres,Tag Genre
TagKeyword,tag-keyword,/tag-keywords,tag_keywords,TagKeyword,/api/tag-keywords,tag_keywords,tag-keyword,tag-keywords,Tag Keyword
TagLocation,tag-location,/tag-locations,tag_locations,TagLocation,/api/tag-locations,tag_locations,tag-location,tag-locations,Tag Location
TagLookingFor,tag-looking-for,/tag-looking-fors,tag_looking_fors,TagLookingFor,/api/tag-looking-fors,tag_looking_fors,tag-looking-for,tag-looking-fors,Tag LookingFor
TagPremiereType,tag-premiere-type,/tag-premiere-types,tag_premiere_types,TagPremiereType,/api/tag-premiere-types,tag_premiere_types,tag-premiere-type,tag-premiere-types,Tag of Premiere Type
TagSecret,tag-secret,/tag-secrets,tag_secrets,TagSecret,/api/tag-secrets,tag_secrets,tag-secret,tag-secrets,Tag Secret
TagTriggerWarning,trigger-warning,/trigger-warnings,trigger_warnings,TagTriggerWarning,/api/trigger-warnings,trigger_warnings,trigger-warning,trigger-warnings,Tag TriggerWarning
TartuffiArticle,tartuffi-article,/tartuffi-articles,tartuffi_articles,Tartuffi_Article,/api/tartuffi-articles,tartuffi_articles,tartuffi-article,tartuffi-articles,Tartuff Article
TartuffiFooter,tartuffi-footer,/tartuffi-footers,tartuffi_footers,Tartuffi_Footer,/api/tartuffi-footers,tartuffi_footers,tartuffi-footer,tartuffi-footers,Tartuff Footer
TartuffiMenu,tartuffi-menu,/tartuffi-menus,tartuffi_menus,Tartuffi_Menu,/api/tartuffi-menus,tartuffi_menus,tartuffi-menu,tartuffi-menus,Tartuff Menu
TartuffiSupporter,tartuffi-supporter,/tartuffi-supporters,tartuffi_supporters,Tartuffi_Supporter,/api/tartuffi-supporters,tartuffi_supporters,tartuffi-supporter,tartuffi-supporters,Tartuff Supporter
Team,team,/teams,teams,Team,/api/teams,teams,team,teams,Team
TimeUnits,time-units,/time-units,time_units,TimeUnits,/api/time-units,time_units,time-unit,time-units,Time Units
Town,town,/towns,towns,Town,/api/towns,towns,town,towns,Town
Transaction,transaction,/transactions,transactions,transaction,/api/transactions,transactions,transaction,transactions,Transaction
TransactionProduct,transactions-products,/transactions-products,transactions_products,TransactionsProducts,/api/transactions-products,transactions_products,transaction-product,transactions-products,Transaction-Product
TrioBruno,trio-bruno,/trio-bruno,trio_bruno,TrioBruno,/api/bruno-trios,bruno_trios,bruno-trio,bruno-trios,Bruno Trio
TrioDisCamp,trio-dis-camp,/trio-dis-camp,trio_dis_camps,TrioDisCamp,/api/discamp-trios,discamp_trios,discamp-trio,discamp-trios,DisCamp Trio
TrioFilmikool,trio-filmikool,/trio-filmikool,trio_filmikools,TrioFilmikool,/api/filmikool-trios,filmikool_trios,filmikool-trio,filmikool-trios,Filmikool Trio
TrioHOFF,trio-hoff,/trio-hoff,trio_hoffs,TrioHOFF,/api/hoff-trios,hoff_trios,hoff-trio,hoff-trios,HOFF Trio
TrioIndustry,trio-industry,/trio-industry,trio_industries,TrioIndustry,/api/industry-trios,industry_trios,industry-trio,industry-trios,Industry Trio
TrioJustFilm,trio-just-film,/trio-just-film,trio_just_films,TrioJustFilm,/api/justfilm-trios,justfilm_trios,justfilm-trio,justfilm-trios,JustFilm Trio
TrioKinoff,trio-kinoff,/trio-kinoff,trio_kinoffs,TrioKinoff,/api/kinoff-trios,kinoff_trios,kinoff-trio,kinoff-trios,Kinoff Trio
TrioKumu,trio-kumu,/trio-kumu,trio_kumu,TrioKumu,/api/kumu-trios,kumu_trios,kumu-trio,kumu-trios,Kumu Trio
TrioPOFF,trio-p-oe-ff,/trio-p-oe-ff,trio_p_oe_ffs,TrioPOFF,/api/poff-trios,poff_trios,poff-trio,poff-trios,POFF Trio
TrioShorts,trio-shorts,/trio-shorts,trio_shorts,TrioShorts,/api/shorts-trios,shorts_trios,shorts-trio,shorts-trios,Shorts Trio
TrioTartuff,trio-tartuff,/trio-tartuff,trio_tartuffs,TrioTartuff,/api/tartuff-trios,tartuff_trios,tartuff-trio,tartuff-trios,Tartuff Trio
TypeOfWork,type-of-work,/type-of-works,type_of_works,TypeOfWork,/api/type-of-works,type_of_works,type-of-work,type-of-works,TypeOfWork
UserProfile,user-profiles,/user-profiles,user_profiles,UserProfiles,/api/user-profiles,user_profiles,user-profile,user-profiles,User Profile
UserRole,user-role,/user-roles,user_roles,UserRole,/api/user-roles,user_roles,user-role,user-roles,User Role
WebAuthor,web-author,/web-authors,web_authors,WebAuthor,/api/web-authors,web_authors,web-author,web-authors,Web Author
WebPermission,web-permission,/web-permissions,web_permissions,webPermission,/api/web-permissions,web_permissions,web-permission,web-permissions,Web Permission
WebRole,web-role,/web-roles,web_roles,webRole,/api/web-roles,web_roles,web-role,web-roles,Web Role
WebUser,web-user,/web-users,web_users,webUser,/api/web-users,web_users,web-user,web-users,Web User
